District,County Name,City,Locale,Charter,Students,Teachers,Student Teacher Ratio,Directly Certified,Type
Chicopee,Hampden County,Chicopee,"Suburban, Large",No,918,86.8,10.58,646,Regular
Up-Island Regional,Dukes County,Chilmark,"Rural, Distant",No,69,10.13,6.81,19,Regular
Boston,Suffolk County,Mattapan,"City, Large",No,248,26.5,9.36,190,Regular
Wachusett,Worcester County,Sterling,"Suburban, Large",No,264,23.02,11.47,47,Regular
Christa McAuliffe Charter School,Middlesex County,Framingham,"City, Small",Yes,284,29,9.79,136,Regular
City on a Hill Charter Public School,Suffolk County,Roxbury,"City, Large",Yes,78,10.27,7.59,63,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,464,38.25,12.13,423,Regular
Revere,Suffolk County,Revere,"Suburban, Large",No,117,11.89,9.84,74,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,140,15.6,8.97,115,Regular
Oxford,Worcester County,Oxford,"Suburban, Large",No,307,25,12.28,116,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,474,36.31,13.05,399,Regular
Chelsea,Suffolk County,Chelsea,"Suburban, Large",No,673,52.96,12.71,542,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,278,21.86,12.72,239,Regular
Clarksburg,Berkshire County,Clarksburg,"Town, Fringe",No,204,16.5,12.36,76,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,1795,124.87,14.37,1277,Regular
Wayland,Middlesex County,Wayland,"Suburban, Large",No,495,45.09,10.98,47,Regular
Quincy,Norfolk County,Quincy,"Suburban, Large",No,535,43.55,12.28,268,Regular
Agawam,Hampden County,Feeding Hills,"Suburban, Large",No,361,23.64,15.27,140,Regular
Clinton,Worcester County,Clinton,"Suburban, Large",No,870,66.7,13.04,426,Regular
Clinton,Worcester County,Clinton,"Suburban, Large",No,573,49.1,11.67,323,Regular
Clinton,Worcester County,Clinton,"Suburban, Large",No,582,45.58,12.77,291,Regular
Millis,Norfolk County,Millis,"Suburban, Large",No,603,41.21,14.63,103,Regular
Woburn,Middlesex County,Woburn,"Suburban, Large",No,451,32.91,13.7,141,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,616,56.57,10.89,525,Regular
Codman Academy Charter Public,Suffolk County,Dorchester,"City, Large",Yes,344,33.18,10.37,277,Regular
Cohasset,Norfolk County,Cohasset,"Suburban, Large",No,381,42.5,8.96,28,Regular
Cohasset,Norfolk County,Cohasset,"Suburban, Large",No,300,29.8,10.07,22,Regular
Westford,Middlesex County,Westford,"Suburban, Large",No,346,24.95,13.87,35,Regular
Chelmsford,Middlesex County,Chelmsford,"Suburban, Large",No,778,62,12.55,127,Regular
Plymouth,Plymouth County,Plymouth,"Suburban, Large",No,214,21.84,9.8,108,Regular
Belchertown,Hampshire County,Belchertown,"Suburban, Small",No,188,13.33,14.1,36,Regular
North Adams,Berkshire County,North Adams,"Town, Fringe",No,369,30.25,12.2,255,Regular
Collegiate Charter School of Lowell,Middlesex County,Lowell,"Suburban, Large",Yes,1212,113.66,10.66,763,Regular
Milton,Norfolk County,Milton,"Suburban, Large",No,623,41.71,14.94,63,Regular
Salem,Essex County,Salem,"Suburban, Large",No,611,48.38,12.63,371,Regular
Stoneham,Middlesex County,Stoneham,"Suburban, Large",No,229,19.04,12.03,34,Regular
Mohawk Trail,Franklin County,Colrain,"Rural, Distant",No,94,9.43,9.97,46,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,381,29.36,12.98,317,Regular
North Attleborough,Bristol County,North Attleborough,"Suburban, Large",No,276,27.3,10.11,132,Regular
Boston,Suffolk County,Jamaica Plain,"City, Large",No,58,10.6,5.47,51,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,398,31.48,12.64,337,Regular
Community Charter School of Cambridge,Middlesex County,Cambridge,"City, Midsize",Yes,251,28,8.96,141,Regular
Community Day Charter Public School,Essex County,Lawrence,"Suburban, Large",Yes,1200,135.66,8.85,882,Regular
Chelmsford,Middlesex County,Chelmsford,"Suburban, Large",No,158,9,17.56,34,Regular
Methuen,Essex County,Methuen,"Suburban, Large",No,1046,83.98,12.46,554,Regular
Concord-Carlisle,Middlesex County,Concord,"Suburban, Large",No,1191,104.13,11.44,112,Regular
Concord,Middlesex County,Concord,"Suburban, Large",No,643,66.42,9.68,63,Regular
Boston,Suffolk County,South Boston,"City, Large",No,518,60.61,8.55,451,Regular
Boston,Suffolk County,Roslindale,"City, Large",No,148,19.67,7.52,89,Regular
Haverhill,Essex County,Haverhill,"Suburban, Large",No,805,67.2,11.98,536,Regular
Conservatory Lab Charter,Suffolk County,Dorchester,"City, Large",Yes,454,27.49,16.52,322,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,296,28.15,10.52,239,Regular
Conway,Franklin County,Conway,"Rural, Fringe",No,152,19.25,7.9,39,Regular
Norwood,Norfolk County,Norwood,"Suburban, Large",No,247,24.2,10.21,116,Regular
Sharon,Norfolk County,Sharon,"Suburban, Large",No,433,26.82,16.14,66,Regular
Weston,Middlesex County,Weston,"Suburban, Large",No,338,24.8,13.63,20,Regular
Newton,Middlesex County,Newton Highlands,"City, Small",No,369,38,9.71,39,Regular
Beverly,Essex County,Beverly,"Suburban, Large",No,394,31.6,12.47,131,Regular
Central Berkshire,Berkshire County,Dalton,"Suburban, Small",No,458,32.25,14.2,190,Regular
Fitchburg,Worcester County,Fitchburg,"Rural, Fringe",No,610,52,11.73,450,Regular
Amherst,Hampshire County,Amherst,"City, Small",No,353,36.31,9.72,110,Regular
Pittsfield,Berkshire County,Pittsfield,"City, Small",No,249,24.57,10.13,202,Regular
Pittsfield,Berkshire County,Pittsfield,"City, Small",No,24,7,3.43,21,Special Education
Watertown,Middlesex County,Watertown,"Suburban, Large",No,320,39.81,8.04,90,Regular
Milton,Norfolk County,Milton,"Suburban, Large",No,612,48.03,12.74,59,Regular
Boston,Suffolk County,Jamaica Plain,"City, Large",No,902,112.81,8,469,Regular
Medford,Middlesex County,Medford,"Suburban, Large",No,11,3.18,3.46,8,Regular
Scituate,Plymouth County,Scituate,"Suburban, Large",No,352,27.31,12.89,36,Regular
Hamilton-Wenham,Essex County,South Hamilton,"Suburban, Large",No,246,22.03,11.17,15,Regular
Gosnold,Dukes County,Cuttyhunk,"Rural, Distant",No,0,0,†,†,Regular
Attleboro,Bristol County,Attleboro,"Suburban, Large",No,599,40.28,14.87,266,Regular
Arlington,Middlesex County,Arlington,"Suburban, Large",No,390,32.05,12.17,27,Regular
Nantucket,Nantucket County,Nantucket,"Town, Distant",No,358,35.68,10.03,127,Regular
Medfield,Norfolk County,Medfield,"Suburban, Large",No,384,28.93,13.27,22,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,314,29.45,10.66,259,Regular
Belmont,Middlesex County,Belmont,"Suburban, Large",No,261,21.8,11.97,45,Regular
Walpole,Norfolk County,Walpole,"Suburban, Large",No,65,7.5,8.67,12,Regular
Woburn,Middlesex County,Woburn,"Suburban, Large",No,455,54.73,8.31,186,Regular
Marshfield,Plymouth County,Marshfield,"Suburban, Large",No,313,27.3,11.47,105,Regular
Danvers,Essex County,Danvers,"Suburban, Large",No,784,76.47,10.25,224,Regular
Dartmouth,Bristol County,Dartmouth,"Suburban, Midsize",No,902,75.6,11.93,263,Regular
Dartmouth,Bristol County,North Dartmouth,"Suburban, Midsize",No,801,76.35,10.49,212,Regular
Hudson,Middlesex County,Hudson,"Suburban, Large",No,546,54.93,9.94,234,Regular
Ashland,Middlesex County,Ashland,"Suburban, Large",No,670,52.02,12.88,149,Regular
Spencer-E Brookfield,Worcester County,Spencer,"Rural, Fringe",No,306,30.87,9.91,144,Regular
Wachusett,Worcester County,Holden,"Suburban, Large",No,431,37.81,11.4,60,Regular
Wachusett,Worcester County,Holden,"Suburban, Large",No,487,35.9,13.57,71,Regular
Westford,Middlesex County,Westford,"Suburban, Large",No,299,22.97,13.02,41,Regular
Canton,Norfolk County,Canton,"Suburban, Large",No,509,39.19,12.99,136,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,565,51.61,10.95,470,Regular
Dedham,Norfolk County,Dedham,"Suburban, Large",No,719,69.17,10.39,226,Regular
Dedham,Norfolk County,Dedham,"Suburban, Large",No,555,59.74,9.29,182,Regular
Cohasset,Norfolk County,Cohasset,"Suburban, Large",No,347,27.9,12.44,20,Regular
Deerfield,Franklin County,South Deerfield,"Town, Fringe",No,301,34.02,8.85,73,Regular
Wrentham,Norfolk County,Wrentham,"Suburban, Large",No,601,48.55,12.38,89,Regular
Plympton,Plymouth County,Plympton,"Rural, Fringe",No,249,17.46,14.26,55,Regular
Dennis-Yarmouth,Barnstable County,South Yarmouth,"Suburban, Large",No,491,44.65,11,262,Regular
Dennis-Yarmouth,Barnstable County,South Yarmouth,"Suburban, Large",No,477,45.34,10.52,261,Regular
Dennis-Yarmouth,Barnstable County,South Yarmouth,"Suburban, Large",No,993,85.58,11.6,519,Regular
Everett,Middlesex County,Everett,"Suburban, Large",No,38,10.38,3.66,30,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,445,38.83,11.46,397,Regular
Dighton-Rehoboth,Bristol County,Dighton,"Rural, Fringe",No,468,34.39,13.61,105,Regular
Dighton-Rehoboth,Bristol County,Dighton,"Rural, Fringe",No,355,24.5,14.49,74,Regular
Dighton-Rehoboth,Bristol County,North Dighton,"Rural, Fringe",No,621,53.21,11.67,130,Regular
Greater Fall River Regional Vocational Technical,Bristol County,Fall River,"Suburban, Large",No,1463,142.11,10.29,637,Vocational
Greenfield,Franklin County,Greenfield,"Town, Distant",No,185,18.33,10.09,80,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,1573,103.02,15.27,941,Regular
Andover,Essex County,Andover,"Suburban, Large",No,493,44.98,10.96,40,Regular
Wakefield,Middlesex County,Wakefield,"Suburban, Large",No,443,37.17,11.92,72,Regular
Methuen,Essex County,Methuen,"Suburban, Large",No,1172,89.27,13.13,685,Regular
Braintree,Norfolk County,Braintree,"Suburban, Large",No,182,20.15,9.03,73,Regular
Dighton-Rehoboth,Bristol County,Rehoboth,"Rural, Fringe",No,479,38.13,12.56,79,Regular
Douglas,Worcester County,Douglas,"Suburban, Large",No,340,26.31,12.92,79,Regular
Douglas,Worcester County,Douglas,"Suburban, Large",No,267,36.93,7.23,72,Regular
Waltham,Middlesex County,Waltham,"City, Small",No,475,41.45,11.46,138,Regular
Douglas,Worcester County,Douglas,"Suburban, Large",No,284,23.78,11.94,70,Regular
Douglas,Worcester County,Douglas,"Suburban, Large",No,222,15.99,13.88,43,Regular
Dover-Sherborn,Norfolk County,Dover,"Rural, Fringe",No,610,62.13,9.82,36,Regular
Dover-Sherborn,Norfolk County,Dover,"Rural, Fringe",No,471,49.65,9.49,29,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,602,41.2,14.61,469,Regular
Westwood,Norfolk County,Westwood,"Suburban, Large",No,271,21.68,12.5,16,Regular
Lowell,Middlesex County,Lowell,"Suburban, Large",No,663,43.3,15.31,458,Regular
Pentucket,Essex County,Merrimac,"Suburban, Large",No,217,17.43,12.45,41,Regular
Lowell,Middlesex County,Lowell,"Suburban, Large",No,454,36,12.61,287,Regular
Pentucket,Essex County,West Newbury,"Rural, Fringe",No,327,27.93,11.71,18,Regular
Haverhill,Essex County,Haverhill,"Suburban, Large",No,503,44,11.43,328,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,763,43.4,17.58,635,Regular
Lowell,Middlesex County,Chelmsford,"Suburban, Large",No,70,15,4.67,48,Special Education
Seekonk,Bristol County,Seekonk,"Suburban, Large",No,500,43.61,11.47,80,Regular
Norwood,Norfolk County,Norwood,"Suburban, Large",No,807,70.48,11.45,341,Regular
Quincy,Norfolk County,Quincy,"Suburban, Large",No,261,28.5,9.16,130,Regular
Dracut,Middlesex County,Dracut,"Suburban, Large",No,792,61.41,12.9,275,Regular
North Adams,Berkshire County,North Adams,"Rural, Fringe",No,438,44.38,9.87,270,Regular
Waltham,Middlesex County,Waltham,"City, Small",No,222,16.9,13.14,108,Regular
Dudley-Charlton Reg,Worcester County,Dudley,"Rural, Fringe",No,315,27,11.67,114,Regular
Dudley-Charlton Reg,Worcester County,Dudley,"Suburban, Large",No,540,41.6,12.98,213,Regular
Dudley Street Neighborhood Charter School,Suffolk County,Boston,"City, Large",Yes,293,19,15.42,230,Regular
Chicopee,Hampden County,Chicopee,"Suburban, Large",No,683,71.6,9.54,475,Regular
Duxbury,Plymouth County,Duxbury,"Suburban, Large",No,808,81.25,9.94,57,Regular
Duxbury,Plymouth County,Duxbury,"Suburban, Large",No,599,54.16,11.06,46,Regular
North Reading,Middlesex County,North Reading,"Suburban, Large",No,303,25.46,11.9,29,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,687,57.37,11.97,591,Regular
Holyoke,Hampden County,Holyoke,"Suburban, Large",No,453,35.2,12.87,283,Regular
Somerville,Middlesex County,Somerville,"Suburban, Large",No,747,55.88,13.37,435,Regular
Westwood,Norfolk County,Westwood,"Suburban, Large",No,664,50.94,13.03,52,Regular
Pittsfield,Berkshire County,Pittsfield,"City, Small",No,24,10,2.4,21,Special Education
Marshfield,Plymouth County,Marshfield,"Rural, Fringe",No,249,21.3,11.69,22,Regular
Marlborough,Middlesex County,Marlborough,"Suburban, Large",No,195,13,15,103,Regular
Dedham,Norfolk County,Dedham,"Suburban, Large",No,285,24.32,11.72,79,Regular
Melrose,Middlesex County,Melrose,"Suburban, Large",No,246,17.63,13.95,30,Regular
Methuen,Essex County,Methuen,"Suburban, Large",No,163,15.2,10.72,103,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,135,13.4,10.07,87,Regular
Wachusett,Worcester County,Jefferson,"Rural, Fringe",No,127,7,18.14,38,Regular
Wakefield,Middlesex County,Wakefield,"Suburban, Large",No,128,9.1,14.07,24,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,165,18.25,9.04,150,Regular
Fall River,Bristol County,Fall River,"Suburban, Large",No,164,13,12.62,135,Regular
Attleboro,Bristol County,Attleboro,"Suburban, Large",No,244,10,24.4,107,Regular
Institutional Schools,Worcester County,Westborough,"Suburban, Large",No,–,–,†,†,Special Education
Boston,Suffolk County,East Boston,"City, Large",No,176,15.61,11.27,88,Regular
Boston,Suffolk County,East Boston,"City, Large",No,1252,108.47,11.54,939,Regular
East Bridgewater,Plymouth County,East Bridgewater,"Suburban, Large",No,881,66,13.35,202,Regular
Spencer-E Brookfield,Worcester County,East Brookfield,"Town, Fringe",No,247,18.8,13.14,88,Regular
Sharon,Norfolk County,Sharon,"Suburban, Large",No,458,28.47,16.09,49,Regular
Hingham,Plymouth County,Hingham,"Suburban, Large",No,502,40.8,12.3,44,Regular
Fairhaven,Bristol County,Fairhaven,"Suburban, Midsize",No,316,29.68,10.65,141,Regular
Falmouth,Barnstable County,East Falmouth,"Suburban, Large",No,303,30.8,9.84,160,Regular
East Longmeadow,Hampden County,East Longmeadow,"Suburban, Large",No,753,78.41,9.6,193,Regular
Granby,Hampshire County,Granby,"Rural, Fringe",No,375,31.84,11.78,125,Regular
Braintree,Norfolk County,Braintree,"Suburban, Large",No,999,76.47,13.06,314,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,421,34.1,12.35,327,Regular
Ludlow,Hampden County,Ludlow,"Suburban, Large",No,368,31.05,11.85,145,Regular
Taunton,Bristol County,East Taunton,"Suburban, Large",No,564,44.99,12.54,293,Regular
Gloucester,Essex County,Gloucester,"Suburban, Large",No,451,40,11.28,245,Regular
Southbridge,Worcester County,Southbridge,"Town, Fringe",No,397,26,15.27,319,Regular
Eastham,Barnstable County,Eastham,"Suburban, Large",No,177,22.24,7.96,62,Regular
Easthampton,Hampshire County,Easthampton,"Suburban, Small",No,377,38.44,9.81,150,Regular
Easton,Bristol County,North Easton,"Suburban, Large",No,798,67.12,11.89,142,Regular
Brewster,Barnstable County,Brewster,"Suburban, Large",No,197,21.92,8.99,66,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,1009,56.57,17.84,779,Regular
Chelsea,Suffolk County,Chelsea,"Suburban, Large",No,430,40,10.75,327,Regular
Edgartown,Dukes County,Edgartown,"Town, Fringe",No,357,48.82,7.31,157,Regular
Boston,Suffolk County,Brighton,"City, Large",No,502,56.8,8.84,389,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,225,4.37,51.49,149,Regular
Brookline,Norfolk County,Chestnut Hill,"Suburban, Large",No,665,44.84,14.83,101,Regular
Taunton,Bristol County,Taunton,"Rural, Fringe",No,313,23.55,13.29,147,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,449,37.88,11.85,275,Regular
Taunton,Bristol County,Taunton,"Suburban, Large",No,245,11,22.27,146,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,656,49,13.39,552,Regular
Newburyport,Essex County,Newburyport,"Suburban, Large",No,310,32.73,9.47,43,Regular
Edward M. Kennedy Academy for Health Careers: A Horace Mann,Suffolk County,Boston,"City, Large",Yes,383,39.97,9.58,302,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,587,45.9,12.79,525,Regular
Stoughton,Norfolk County,Stoughton,"Suburban, Large",No,101,10,10.1,45,Regular
Pittsfield,Berkshire County,Pittsfield,"City, Small",No,376,29.62,12.69,197,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,304,29.5,10.31,284,Regular
Boston,Suffolk County,Boston,"City, Large",No,784,58.6,13.38,167,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,261,20.65,12.64,193,Regular
Taunton,Bristol County,Taunton,"Suburban, Large",No,635,47.1,13.48,445,Regular
Swansea,Bristol County,Swansea,"Suburban, Large",No,283,16.54,17.11,66,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,201,21,9.57,166,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,391,31.33,12.48,362,Regular
Boston,Suffolk County,Mattapan,"City, Large",No,190,19.4,9.79,148,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,478,32.02,14.93,427,Regular
Walpole,Norfolk County,Walpole,"Suburban, Large",No,438,34.5,12.7,53,Regular
Pentucket,Essex County,Groveland,"Suburban, Large",No,519,42.85,12.11,92,Regular
Hopkinton,Middlesex County,Hopkinton,"Suburban, Large",No,648,45.05,14.38,54,Regular
Millbury,Worcester County,Millbury,"Suburban, Large",No,455,30.8,14.77,138,Regular
Westborough,Worcester County,Westborough,"Suburban, Large",No,478,53.21,8.98,119,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,267,28.8,9.27,185,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,382,31.6,12.09,354,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,480,55,8.73,410,Regular
Savoy,Berkshire County,Savoy,"Rural, Distant",No,38,7.4,5.14,17,Regular
Boston,Suffolk County,Jamaica Plain,"City, Large",No,720,70.91,10.15,615,Regular
Barnstable,Barnstable County,Hyannis,"City, Small",No,150,7.2,20.83,92,Regular
Sudbury,Middlesex County,Sudbury,"Suburban, Large",No,816,82.39,9.9,73,Regular
Erving,Franklin County,Erving,"Rural, Fringe",No,113,18.4,6.14,49,Regular
Manchester Essex Regional,Essex County,Essex,"Suburban, Large",No,215,22.25,9.66,38,Regular
Essex North Shore Agricultural and Technical School District,Essex County,Hathorne,"Suburban, Large",No,1830,143.43,12.76,455,Vocational
Chelsea,Suffolk County,Chelsea,"Suburban, Large",No,436,44.5,9.8,332,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,288,25.55,11.27,204,Regular
Everett,Middlesex County,Everett,"Suburban, Large",No,2307,190.59,12.1,1615,Regular
Mansfield,Bristol County,Mansfield,"Suburban, Large",No,664,55.15,12.04,132,Regular
Excel Academy Charter,Suffolk County,East Boston,"City, Large",Yes,1379,128.26,10.75,874,Regular
Boston,Suffolk County,South Boston,"City, Large",No,301,41.28,7.29,258,Regular
Dennis-Yarmouth,Barnstable County,West Dennis,"Suburban, Large",No,385,39,9.87,232,Regular
Norwood,Norfolk County,Norwood,"Suburban, Large",No,339,29.92,11.33,87,Regular
Newton,Middlesex County,Newtonville,"City, Small",No,860,79.5,10.82,108,Regular
Fairhaven,Bristol County,Fairhaven,"Suburban, Midsize",No,568,49.88,11.39,170,Regular
Chicopee,Hampden County,Chicopee,"Suburban, Large",No,387,36.12,10.71,295,Regular
Leominster,Worcester County,Leominster,"Suburban, Midsize",No,670,44.6,15.02,302,Regular
North Attleborough,Bristol County,North Attleborough,"Suburban, Large",No,243,16.8,14.46,41,Regular
Falmouth,Barnstable County,Falmouth,"Rural, Fringe",No,714,66.21,10.78,254,Regular
Northborough,Worcester County,Northborough,"Suburban, Large",No,238,19.77,12.04,48,Regular
Farmington River Reg,Berkshire County,Otis,"Rural, Distant",No,124,13.3,9.32,68,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,94,30.86,3.05,79,Regular
Plymouth,Plymouth County,Plymouth,"Rural, Fringe",No,359,35.74,10.04,126,Regular
Greenfield,Franklin County,Greenfield,"Town, Distant",No,195,17.39,11.21,119,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,362,30.8,11.75,266,Other/Alternative
Malden,Middlesex County,Malden,"Suburban, Large",No,920,68.5,13.43,597,Regular
Weston,Middlesex County,Weston,"Suburban, Large",No,317,23.55,13.46,21,Regular
Walpole,Norfolk County,Walpole,"Suburban, Large",No,463,37,12.51,58,Regular
Orange,Franklin County,Orange,"Rural, Fringe",No,494,39.5,12.51,330,Regular
Lexington,Middlesex County,Lexington,"Suburban, Large",No,324,35.6,9.1,29,Regular
Fitchburg,Worcester County,Fitchburg,"Rural, Fringe",No,1220,102.5,11.9,823,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,412,22.52,18.29,115,Regular
Cambridge,Middlesex County,Cambridge,"City, Midsize",No,249,34,7.32,161,Regular
Shrewsbury,Worcester County,Shrewsbury,"Suburban, Large",No,524,41.74,12.55,86,Regular
Groton-Dunstable,Middlesex County,Groton,"Rural, Fringe",No,615,44.2,13.91,64,Regular
Nashoba,Worcester County,Bolton,"Rural, Fringe",No,734,57.6,12.74,67,Regular
Brookline,Norfolk County,Brookline,"Suburban, Large",No,857,61.77,13.87,146,Regular
Hudson,Middlesex County,Hudson,"Suburban, Large",No,269,27.2,9.89,76,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,839,73.27,11.45,511,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,282,27.25,10.35,253,Regular
Malden,Middlesex County,Malden,"Suburban, Large",No,539,51.59,10.45,272,Regular
Sandwich,Barnstable County,Sandwich,"Suburban, Large",No,557,48.61,11.46,141,Regular
Westfield,Hampden County,Westfield,"Suburban, Large",No,162,8.06,20.1,85,Regular
Amherst,Hampshire County,Amherst,"City, Small",No,371,40.07,9.26,125,Regular
Four Rivers Charter Public,Franklin County,Greenfield,"Rural, Fringe",Yes,213,22.98,9.27,70,Regular
Maynard,Middlesex County,Maynard,"Rural, Fringe",No,451,41.41,10.89,120,Regular
Burlington,Middlesex County,Burlington,"Suburban, Large",No,437,40.84,10.7,81,Regular
Foxborough,Norfolk County,Foxborough,"Suburban, Large",No,736,64.99,11.32,171,Regular
Foxborough Regional Charter,Norfolk County,Foxborough,"Suburban, Large",Yes,1459,115.35,12.65,688,Regular
Framingham,Middlesex County,Framingham,"City, Small",No,2534,199.25,12.72,1348,Regular
Leominster,Worcester County,Leominster,"Suburban, Midsize",No,512,40.7,12.58,323,Regular
Marlborough,Middlesex County,Marlborough,"Suburban, Large",No,575,43.98,13.07,351,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,200,17.66,11.33,153,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,525,39,13.46,468,Regular
Newburyport,Essex County,Newburyport,"Suburban, Large",No,584,61.13,9.55,79,Regular
Quincy,Norfolk County,Quincy,"Suburban, Large",No,323,27.57,11.72,192,Regular
Francis W. Parker Charter Essential,Middlesex County,Devens,"Suburban, Large",Yes,388,41.22,9.41,50,Regular
Burlington,Middlesex County,Burlington,"Suburban, Large",No,514,51.7,9.94,121,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,252,19.4,12.99,190,Regular
Chelsea,Suffolk County,Chelsea,"Suburban, Large",No,472,42.25,11.17,412,Regular
North Andover,Essex County,North Andover,"Suburban, Large",No,383,29.09,13.17,64,Regular
Newton,Middlesex County,West Newton,"City, Small",No,320,32.4,9.88,44,Regular
Westfield,Hampden County,Westfield,"Suburban, Large",No,176,16.38,10.74,138,Regular
Franklin County Regional Vocational Technical,Franklin County,Turners Falls,"Town, Distant",No,643,54.91,11.71,254,Vocational
Franklin,Norfolk County,Franklin,"Suburban, Large",No,142,10.8,13.15,34,Regular
Franklin,Norfolk County,Franklin,"Suburban, Large",No,1453,98.12,14.81,200,Regular
Weymouth,Norfolk County,Weymouth,"Suburban, Large",No,274,19.62,13.97,122,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,570,46.8,12.18,420,Regular
Billerica,Middlesex County,North Billerica,"Suburban, Large",No,310,21.73,14.27,66,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,215,32,6.72,202,Regular
Blackstone-Millville,Worcester County,Blackstone,"Suburban, Large",No,487,32.4,15.03,192,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,235,15.53,15.13,154,Regular
Norfolk,Norfolk County,Norfolk,"Suburban, Large",No,579,46.4,12.48,35,Regular
Freetown-Lakeville,Bristol County,East Freetown,"Rural, Fringe",No,371,34.2,10.85,88,Regular
Freetown-Lakeville,Plymouth County,Lakeville,"Rural, Fringe",No,699,53.1,13.16,148,Regular
Frontier,Franklin County,South Deerfield,"Town, Fringe",No,588,53.13,11.07,127,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,508,35,14.51,380,Regular
Fall River,Bristol County,Fall River,"Suburban, Large",No,53,6,8.83,37,Regular
Somerville,Middlesex County,Somerville,"Suburban, Large",No,67,11.45,5.85,49,Other/Alternative
Middleton,Essex County,Middleton,"Suburban, Large",No,269,29.71,9.05,39,Regular
Framingham,Middlesex County,Framingham,"City, Small",No,592,68.85,8.6,406,Regular
Marshfield,Plymouth County,Marshfield,"Suburban, Large",No,799,76.31,10.47,127,Regular
Wakefield,Middlesex County,Wakefield,"Suburban, Large",No,1056,96.15,10.98,162,Regular
Swansea,Bristol County,Swansea,"Suburban, Large",No,276,14.86,18.57,89,Regular
Gardner,Worcester County,Gardner,"Suburban, Midsize",No,123,4.96,24.8,75,Other/Alternative
Gardner,Worcester County,Gardner,"Suburban, Midsize",No,1087,72.51,14.99,725,Regular
Gardner,Worcester County,Gardner,"Suburban, Midsize",No,808,59.86,13.5,457,Regular
Gardner,Worcester County,Gardner,"Suburban, Midsize",No,514,38.75,13.26,338,Regular
Boston,Suffolk County,Allston,"City, Large",No,364,38.35,9.49,272,Regular
Revere,Suffolk County,Revere,"Suburban, Large",No,639,65.06,9.82,464,Regular
Revere,Suffolk County,Revere,"Suburban, Large",No,542,50.27,10.78,330,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,547,44.15,12.39,403,Regular
Scituate,Plymouth County,Scituate,"Suburban, Large",No,639,63.09,10.13,60,Regular
Haverhill,Essex County,Haverhill,"Suburban, Large",No,156,14,11.14,119,Regular
Gateway,Hampshire County,Huntington,"Rural, Distant",No,333,43.08,7.73,144,Regular
Uxbridge,Worcester County,Uxbridge,"Suburban, Large",No,44,0,†,15,Other/Alternative
Springfield,Hampden County,Holyoke,"Rural, Fringe",No,21,0.01,2100,15,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,25,0.01,2500,19,Other/Alternative
Chicopee,Hampden County,Chicopee,"Suburban, Large",No,392,33.16,11.82,310,Regular
